Date,StudyDay
12-Feb-12,114
13-Feb-12,115
14-Feb-12,116
15-Feb-12,117
16-Feb-12,118
17-Feb-12,119
18-Feb-12,120
19-Feb-12,121
20-Feb-12,122
21-Feb-12,123
22-Feb-12,124
23-Feb-12,125
24-Feb-12,126
25-Feb-12,127
26-Feb-12,128
27-Feb-12,129
28-Feb-12,130
29-Feb-12,131
01-Mar-12,132
02-Mar-12,133
03-Mar-12,134
04-Mar-12,135
05-Mar-12,136
06-Mar-12,137
07-Mar-12,138
08-Mar-12,139
09-Mar-12,140
10-Mar-12,141
11-Mar-12,142
12-Mar-12,143
13-Mar-12,144
14-Mar-12,145
15-Mar-12,146
16-Mar-12,147
17-Mar-12,148
18-Mar-12,149
19-Mar-12,150
20-Mar-12,151
21-Mar-12,152
22-Mar-12,153
23-Mar-12,154
24-Mar-12,155
25-Mar-12,156
26-Mar-12,157
27-Mar-12,158
28-Mar-12,159
29-Mar-12,160
30-Mar-12,161
31-Mar-12,162
01-Apr-12,163
02-Apr-12,164
03-Apr-12,165
04-Apr-12,166
05-Apr-12,167
06-Apr-12,168
07-Apr-12,169
08-Apr-12,170
09-Apr-12,171
10-Apr-12,172
11-Apr-12,173
12-Apr-12,174
13-Apr-12,175
14-Apr-12,176
15-Apr-12,177
16-Apr-12,178
17-Apr-12,179
18-Apr-12,180
19-Apr-12,181
20-Apr-12,182
21-Apr-12,183
22-Apr-12,184
23-Apr-12,185
24-Apr-12,186
25-Apr-12,187
26-Apr-12,188
27-Apr-12,189
28-Apr-12,190
29-Apr-12,191
30-Apr-12,192
01-May-12,193
02-May-12,194
03-May-12,195
04-May-12,196
05-May-12,197
06-May-12,198
07-May-12,199
08-May-12,200
09-May-12,201
10-May-12,202
11-May-12,203
12-May-12,204
13-May-12,205
14-May-12,206
15-May-12,207
16-May-12,208
17-May-12,209
18-May-12,210
19-May-12,211
20-May-12,212
21-May-12,213
22-May-12,214
23-May-12,215
24-May-12,216
25-May-12,217
26-May-12,218
27-May-12,219
28-May-12,220
29-May-12,221
30-May-12,222
31-May-12,223
01-Jun-12,224
02-Jun-12,225
03-Jun-12,226
04-Jun-12,227
05-Jun-12,228
06-Jun-12,229
07-Jun-12,230
08-Jun-12,231
09-Jun-12,232
10-Jun-12,233
11-Jun-12,234
12-Jun-12,235
13-Jun-12,236
14-Jun-12,237
15-Jun-12,238
16-Jun-12,239
17-Jun-12,240
18-Jun-12,241
19-Jun-12,242
20-Jun-12,243
21-Jun-12,244
22-Jun-12,245
23-Jun-12,246
24-Jun-12,247
25-Jun-12,248
26-Jun-12,249
27-Jun-12,250
28-Jun-12,251
29-Jun-12,252
30-Jun-12,253
01-Jul-12,254
02-Jul-12,255
03-Jul-12,256
04-Jul-12,257
05-Jul-12,258
06-Jul-12,259
07-Jul-12,260
08-Jul-12,261
09-Jul-12,262
10-Jul-12,263
11-Jul-12,264
12-Jul-12,265
13-Jul-12,266
14-Jul-12,267
15-Jul-12,268
16-Jul-12,269
17-Jul-12,270
18-Jul-12,271
19-Jul-12,272
20-Jul-12,273
21-Jul-12,274
22-Jul-12,275
23-Jul-12,276
24-Jul-12,277
25-Jul-12,278
26-Jul-12,279
27-Jul-12,280
28-Jul-12,281
29-Jul-12,282
30-Jul-12,283
31-Jul-12,284
01-Aug-12,285
02-Aug-12,286
03-Aug-12,287
04-Aug-12,288
05-Aug-12,289
06-Aug-12,290
07-Aug-12,291
08-Aug-12,292
09-Aug-12,293
10-Aug-12,294
11-Aug-12,295
12-Aug-12,296
13-Aug-12,297
14-Aug-12,298
15-Aug-12,299
16-Aug-12,300
17-Aug-12,301
18-Aug-12,302
19-Aug-12,303
20-Aug-12,304
21-Aug-12,305
22-Aug-12,306
23-Aug-12,307
24-Aug-12,308
25-Aug-12,309
26-Aug-12,310
27-Aug-12,311
28-Aug-12,312
29-Aug-12,313
30-Aug-12,314
31-Aug-12,315
01-Sep-12,316
02-Sep-12,317
03-Sep-12,318
04-Sep-12,319
05-Sep-12,320
06-Sep-12,321
07-Sep-12,322
08-Sep-12,323
09-Sep-12,324
10-Sep-12,325
11-Sep-12,326
12-Sep-12,327
13-Sep-12,328
14-Sep-12,329
15-Sep-12,330
16-Sep-12,331
17-Sep-12,332
18-Sep-12,333
19-Sep-12,334
20-Sep-12,335
21-Sep-12,336
22-Sep-12,337
23-Sep-12,338
24-Sep-12,339
25-Sep-12,340
26-Sep-12,341
27-Sep-12,342
28-Sep-12,343
29-Sep-12,344
30-Sep-12,345
01-Oct-12,346
02-Oct-12,347
03-Oct-12,348
04-Oct-12,349
05-Oct-12,350
06-Oct-12,351
07-Oct-12,352
08-Oct-12,353
09-Oct-12,354
10-Oct-12,355
11-Oct-12,356
12-Oct-12,357
13-Oct-12,358
14-Oct-12,359
15-Oct-12,360
16-Oct-12,361
17-Oct-12,362
18-Oct-12,363
19-Oct-12,364
20-Oct-12,365
21-Oct-12,366
22-Oct-12,367
23-Oct-12,368
24-Oct-12,369
25-Oct-12,370
26-Oct-12,371
27-Oct-12,372
28-Oct-12,373
29-Oct-12,374
30-Oct-12,375
31-Oct-12,376
01-Nov-12,377
02-Nov-12,378
03-Nov-12,379
04-Nov-12,380
05-Nov-12,381
06-Nov-12,382
07-Nov-12,383
08-Nov-12,384
09-Nov-12,385
10-Nov-12,386
11-Nov-12,387
12-Nov-12,388
13-Nov-12,389
14-Nov-12,390
15-Nov-12,391
16-Nov-12,392
17-Nov-12,393
18-Nov-12,394
19-Nov-12,395
20-Nov-12,396
21-Nov-12,397
22-Nov-12,398
23-Nov-12,399
24-Nov-12,400
25-Nov-12,401
26-Nov-12,402
27-Nov-12,403
28-Nov-12,404
29-Nov-12,405
30-Nov-12,406
01-Dec-12,407
02-Dec-12,408
03-Dec-12,409
04-Dec-12,410
05-Dec-12,411
06-Dec-12,412
07-Dec-12,413
08-Dec-12,414
09-Dec-12,415
10-Dec-12,416
11-Dec-12,417
12-Dec-12,418
13-Dec-12,419
14-Dec-12,420
15-Dec-12,421
16-Dec-12,422
17-Dec-12,423
18-Dec-12,424
19-Dec-12,425
20-Dec-12,426
21-Dec-12,427
22-Dec-12,428
23-Dec-12,429
24-Dec-12,430
25-Dec-12,431
26-Dec-12,432
27-Dec-12,433
28-Dec-12,434
29-Dec-12,435
30-Dec-12,436
31-Dec-12,437
01-Jan-13,438
02-Jan-13,439
03-Jan-13,440
04-Jan-13,441
05-Jan-13,442
06-Jan-13,443
07-Jan-13,444
08-Jan-13,445
09-Jan-13,446
10-Jan-13,447
11-Jan-13,448
12-Jan-13,449
13-Jan-13,450
14-Jan-13,451
15-Jan-13,452
16-Jan-13,453
17-Jan-13,454
18-Jan-13,455
19-Jan-13,456
20-Jan-13,457
21-Jan-13,458
22-Jan-13,459
23-Jan-13,460
24-Jan-13,461
25-Jan-13,462
26-Jan-13,463
27-Jan-13,464
28-Jan-13,465
29-Jan-13,466
30-Jan-13,467
31-Jan-13,468
01-Feb-13,469
02-Feb-13,470
03-Feb-13,471
04-Feb-13,472
05-Feb-13,473
06-Feb-13,474
07-Feb-13,475
08-Feb-13,476
09-Feb-13,477
10-Feb-13,478
11-Feb-13,479
12-Feb-13,480
13-Feb-13,481
14-Feb-13,482
15-Feb-13,483
16-Feb-13,484
17-Feb-13,485
18-Feb-13,486
19-Feb-13,487
20-Feb-13,488
21-Feb-13,489
22-Feb-13,490
23-Feb-13,491
24-Feb-13,492
25-Feb-13,493
26-Feb-13,494
27-Feb-13,495
28-Feb-13,496
01-Mar-13,497
02-Mar-13,498
03-Mar-13,499
04-Mar-13,500
05-Mar-13,501
06-Mar-13,502
07-Mar-13,503
08-Mar-13,504
09-Mar-13,505
10-Mar-13,506
11-Mar-13,507
12-Mar-13,508
13-Mar-13,509
14-Mar-13,510
15-Mar-13,511
16-Mar-13,512
17-Mar-13,513
18-Mar-13,514
19-Mar-13,515
20-Mar-13,516
21-Mar-13,517
22-Mar-13,518
23-Mar-13,519
24-Mar-13,520
25-Mar-13,521
26-Mar-13,522
27-Mar-13,523
28-Mar-13,524
29-Mar-13,525
30-Mar-13,526
31-Mar-13,527
01-Apr-13,528
02-Apr-13,529
03-Apr-13,530
04-Apr-13,531
05-Apr-13,532
06-Apr-13,533
07-Apr-13,534
08-Apr-13,535
09-Apr-13,536
10-Apr-13,537
11-Apr-13,538
12-Apr-13,539
13-Apr-13,540
14-Apr-13,541
15-Apr-13,542
16-Apr-13,543
17-Apr-13,544
18-Apr-13,545
19-Apr-13,546
20-Apr-13,547
21-Apr-13,548
22-Apr-13,549
23-Apr-13,550
24-Apr-13,551
25-Apr-13,552
26-Apr-13,553
27-Apr-13,554
28-Apr-13,555
29-Apr-13,556
30-Apr-13,557
01-May-13,558
02-May-13,559
03-May-13,560
04-May-13,561
05-May-13,562
06-May-13,563
07-May-13,564
08-May-13,565
09-May-13,566
10-May-13,567
11-May-13,568
12-May-13,569
13-May-13,570
14-May-13,571
15-May-13,572
16-May-13,573
17-May-13,574
18-May-13,575
19-May-13,576
20-May-13,577
21-May-13,578
22-May-13,579
23-May-13,580
24-May-13,581
25-May-13,582
26-May-13,583
27-May-13,584
28-May-13,585
29-May-13,586
30-May-13,587
31-May-13,588
01-Jun-13,589
02-Jun-13,590
03-Jun-13,591
04-Jun-13,592
05-Jun-13,593
06-Jun-13,594
07-Jun-13,595
08-Jun-13,596
09-Jun-13,597
10-Jun-13,598
11-Jun-13,599
12-Jun-13,600
13-Jun-13,601
14-Jun-13,602
15-Jun-13,603
16-Jun-13,604
17-Jun-13,605
18-Jun-13,606
19-Jun-13,607
20-Jun-13,608
21-Jun-13,609
22-Jun-13,610
23-Jun-13,611
24-Jun-13,612
25-Jun-13,613
26-Jun-13,614
27-Jun-13,615
28-Jun-13,616
29-Jun-13,617
30-Jun-13,618
01-Jul-13,619
02-Jul-13,620
03-Jul-13,621
04-Jul-13,622
05-Jul-13,623
06-Jul-13,624
07-Jul-13,625
08-Jul-13,626
09-Jul-13,627
10-Jul-13,628
11-Jul-13,629
12-Jul-13,630
13-Jul-13,631
14-Jul-13,632
15-Jul-13,633
16-Jul-13,634
17-Jul-13,635
18-Jul-13,636
19-Jul-13,637
20-Jul-13,638
21-Jul-13,639
22-Jul-13,640
23-Jul-13,641
24-Jul-13,642
25-Jul-13,643
26-Jul-13,644
27-Jul-13,645
28-Jul-13,646
29-Jul-13,647
30-Jul-13,648
31-Jul-13,649
01-Aug-13,650
02-Aug-13,651
03-Aug-13,652
04-Aug-13,653
05-Aug-13,654
06-Aug-13,655
07-Aug-13,656
08-Aug-13,657
09-Aug-13,658
10-Aug-13,659
11-Aug-13,660
12-Aug-13,661
13-Aug-13,662
14-Aug-13,663
15-Aug-13,664
16-Aug-13,665
17-Aug-13,666
18-Aug-13,667
19-Aug-13,668
20-Aug-13,669
21-Aug-13,670
22-Aug-13,671
23-Aug-13,672
24-Aug-13,673
25-Aug-13,674
26-Aug-13,675
27-Aug-13,676
28-Aug-13,677
29-Aug-13,678
30-Aug-13,679
31-Aug-13,680
01-Sep-13,681
02-Sep-13,682
03-Sep-13,683
04-Sep-13,684
05-Sep-13,685
06-Sep-13,686
07-Sep-13,687
08-Sep-13,688
09-Sep-13,689
10-Sep-13,690
11-Sep-13,691
12-Sep-13,692
13-Sep-13,693
14-Sep-13,694
15-Sep-13,695
16-Sep-13,696
17-Sep-13,697
18-Sep-13,698
19-Sep-13,699
20-Sep-13,700
21-Sep-13,701
22-Sep-13,702
23-Sep-13,703
24-Sep-13,704
25-Sep-13,705
26-Sep-13,706
27-Sep-13,707
28-Sep-13,708
29-Sep-13,709
30-Sep-13,710
01-Oct-13,711
02-Oct-13,712
03-Oct-13,713
04-Oct-13,714
05-Oct-13,715
06-Oct-13,716
07-Oct-13,717
08-Oct-13,718
09-Oct-13,719
10-Oct-13,720
11-Oct-13,721
12-Oct-13,722
13-Oct-13,723
14-Oct-13,724
15-Oct-13,725
16-Oct-13,726
17-Oct-13,727
18-Oct-13,728
19-Oct-13,729
20-Oct-13,730
21-Oct-13,731
22-Oct-13,732
23-Oct-13,733
24-Oct-13,734
25-Oct-13,735
26-Oct-13,736
27-Oct-13,737
28-Oct-13,738
29-Oct-13,739
30-Oct-13,740
31-Oct-13,741
01-Nov-13,742
02-Nov-13,743
03-Nov-13,744
04-Nov-13,745
05-Nov-13,746
06-Nov-13,747
07-Nov-13,748
08-Nov-13,749
09-Nov-13,750
10-Nov-13,751
11-Nov-13,752
12-Nov-13,753
13-Nov-13,754
14-Nov-13,755
15-Nov-13,756
16-Nov-13,757
17-Nov-13,758
18-Nov-13,759
19-Nov-13,760
20-Nov-13,761
21-Nov-13,762
22-Nov-13,763
23-Nov-13,764
24-Nov-13,765
25-Nov-13,766
26-Nov-13,767
27-Nov-13,768
28-Nov-13,769
29-Nov-13,770
30-Nov-13,771
01-Dec-13,772
02-Dec-13,773
03-Dec-13,774
04-Dec-13,775
05-Dec-13,776
06-Dec-13,777
07-Dec-13,778
08-Dec-13,779
09-Dec-13,780
10-Dec-13,781
11-Dec-13,782
12-Dec-13,783
13-Dec-13,784
14-Dec-13,785
15-Dec-13,786
16-Dec-13,787
17-Dec-13,788
18-Dec-13,789
19-Dec-13,790
20-Dec-13,791
21-Dec-13,792
22-Dec-13,793
23-Dec-13,794
24-Dec-13,795
25-Dec-13,796
26-Dec-13,797
27-Dec-13,798
28-Dec-13,799
29-Dec-13,800
30-Dec-13,801
31-Dec-13,802
01-Jan-14,803
02-Jan-14,804
03-Jan-14,805
04-Jan-14,806
05-Jan-14,807
06-Jan-14,808
07-Jan-14,809
08-Jan-14,810
09-Jan-14,811
10-Jan-14,812
11-Jan-14,813
12-Jan-14,814
13-Jan-14,815
14-Jan-14,816
15-Jan-14,817
16-Jan-14,818
17-Jan-14,819
18-Jan-14,820
19-Jan-14,821
20-Jan-14,822
21-Jan-14,823
22-Jan-14,824
23-Jan-14,825
24-Jan-14,826
25-Jan-14,827
26-Jan-14,828
27-Jan-14,829
28-Jan-14,830
29-Jan-14,831
30-Jan-14,832
31-Jan-14,833
01-Feb-14,834
02-Feb-14,835
03-Feb-14,836
04-Feb-14,837
05-Feb-14,838
06-Feb-14,839
07-Feb-14,840
08-Feb-14,841
09-Feb-14,842
10-Feb-14,843
11-Feb-14,844
12-Feb-14,845
13-Feb-14,846
14-Feb-14,847
15-Feb-14,848
16-Feb-14,849
17-Feb-14,850
18-Feb-14,851
19-Feb-14,852
20-Feb-14,853
21-Feb-14,854
22-Feb-14,855
23-Feb-14,856
24-Feb-14,857
25-Feb-14,858
26-Feb-14,859
27-Feb-14,860
28-Feb-14,861
01-Mar-14,862
02-Mar-14,863
03-Mar-14,864
04-Mar-14,865
05-Mar-14,866
06-Mar-14,867
07-Mar-14,868
08-Mar-14,869
09-Mar-14,870
10-Mar-14,871
11-Mar-14,872
12-Mar-14,873
13-Mar-14,874
14-Mar-14,875
15-Mar-14,876
16-Mar-14,877
17-Mar-14,878
18-Mar-14,879
19-Mar-14,880
20-Mar-14,881
21-Mar-14,882
22-Mar-14,883
23-Mar-14,884
24-Mar-14,885
25-Mar-14,886
26-Mar-14,887
27-Mar-14,888
28-Mar-14,889
29-Mar-14,890
30-Mar-14,891
31-Mar-14,892
01-Apr-14,893
02-Apr-14,894
03-Apr-14,895
04-Apr-14,896
05-Apr-14,897
06-Apr-14,898
07-Apr-14,899
08-Apr-14,900
09-Apr-14,901
10-Apr-14,902
11-Apr-14,903
12-Apr-14,904
13-Apr-14,905
14-Apr-14,906
15-Apr-14,907
16-Apr-14,908
17-Apr-14,909
18-Apr-14,910
19-Apr-14,911
20-Apr-14,912
21-Apr-14,913
22-Apr-14,914
23-Apr-14,915
24-Apr-14,916
25-Apr-14,917
26-Apr-14,918
27-Apr-14,919
28-Apr-14,920
29-Apr-14,921
30-Apr-14,922
01-May-14,923
02-May-14,924
03-May-14,925
04-May-14,926
05-May-14,927
06-May-14,928
07-May-14,929
08-May-14,930
09-May-14,931
10-May-14,932
11-May-14,933
12-May-14,934
13-May-14,935
14-May-14,936
15-May-14,937
16-May-14,938
17-May-14,939
18-May-14,940
19-May-14,941
20-May-14,942
21-May-14,943
22-May-14,944
23-May-14,945
24-May-14,946
25-May-14,947
26-May-14,948
27-May-14,949
28-May-14,950
29-May-14,951
30-May-14,952
31-May-14,953
01-Jun-14,954
02-Jun-14,955
03-Jun-14,956
04-Jun-14,957
05-Jun-14,958
06-Jun-14,959
07-Jun-14,960
08-Jun-14,961
09-Jun-14,962
10-Jun-14,963
11-Jun-14,964
12-Jun-14,965
13-Jun-14,966
14-Jun-14,967
15-Jun-14,968
16-Jun-14,969
17-Jun-14,970
18-Jun-14,971
19-Jun-14,972
20-Jun-14,973
21-Jun-14,974
22-Jun-14,975
23-Jun-14,976
24-Jun-14,977
25-Jun-14,978
26-Jun-14,979
27-Jun-14,980
28-Jun-14,981
29-Jun-14,982
30-Jun-14,983
01-Jul-14,984
02-Jul-14,985
03-Jul-14,986
04-Jul-14,987
05-Jul-14,988
06-Jul-14,989
07-Jul-14,990
08-Jul-14,991
09-Jul-14,992
10-Jul-14,993
11-Jul-14,994
12-Jul-14,995
13-Jul-14,996
14-Jul-14,997
15-Jul-14,998
16-Jul-14,999
17-Jul-14,1000
18-Jul-14,1001
19-Jul-14,1002
20-Jul-14,1003
21-Jul-14,1004
22-Jul-14,1005
23-Jul-14,1006
24-Jul-14,1007
25-Jul-14,1008
26-Jul-14,1009
27-Jul-14,1010
28-Jul-14,1011
29-Jul-14,1012
30-Jul-14,1013
31-Jul-14,1014
01-Aug-14,1015
02-Aug-14,1016
03-Aug-14,1017
04-Aug-14,1018
05-Aug-14,1019
06-Aug-14,1020
07-Aug-14,1021
08-Aug-14,1022
09-Aug-14,1023
10-Aug-14,1024
11-Aug-14,1025
12-Aug-14,1026
13-Aug-14,1027
14-Aug-14,1028
15-Aug-14,1029
16-Aug-14,1030
17-Aug-14,1031
18-Aug-14,1032
19-Aug-14,1033
20-Aug-14,1034
21-Aug-14,1035
22-Aug-14,1036
23-Aug-14,1037
24-Aug-14,1038
25-Aug-14,1039
26-Aug-14,1040
27-Aug-14,1041
28-Aug-14,1042
29-Aug-14,1043
30-Aug-14,1044
31-Aug-14,1045
01-Sep-14,1046
02-Sep-14,1047
03-Sep-14,1048
04-Sep-14,1049
05-Sep-14,1050
06-Sep-14,1051
07-Sep-14,1052
08-Sep-14,1053
09-Sep-14,1054
10-Sep-14,1055
11-Sep-14,1056
12-Sep-14,1057
13-Sep-14,1058
14-Sep-14,1059
15-Sep-14,1060
16-Sep-14,1061
17-Sep-14,1062
18-Sep-14,1063
19-Sep-14,1064
20-Sep-14,1065
21-Sep-14,1066
22-Sep-14,1067
23-Sep-14,1068
24-Sep-14,1069
25-Sep-14,1070
26-Sep-14,1071
27-Sep-14,1072
28-Sep-14,1073
29-Sep-14,1074
30-Sep-14,1075
01-Oct-14,1076
02-Oct-14,1077
03-Oct-14,1078
04-Oct-14,1079
05-Oct-14,1080
06-Oct-14,1081
07-Oct-14,1082
08-Oct-14,1083
09-Oct-14,1084
10-Oct-14,1085
11-Oct-14,1086
12-Oct-14,1087
13-Oct-14,1088
14-Oct-14,1089
15-Oct-14,1090
16-Oct-14,1091
17-Oct-14,1092
18-Oct-14,1093
19-Oct-14,1094
20-Oct-14,1095
21-Oct-14,1096
22-Oct-14,1097
23-Oct-14,1098
24-Oct-14,1099
25-Oct-14,1100
26-Oct-14,1101
27-Oct-14,1102
28-Oct-14,1103
29-Oct-14,1104
30-Oct-14,1105
31-Oct-14,1106
01-Nov-14,1107
02-Nov-14,1108
03-Nov-14,1109
04-Nov-14,1110
05-Nov-14,1111
06-Nov-14,1112
07-Nov-14,1113
08-Nov-14,1114
09-Nov-14,1115
10-Nov-14,1116
11-Nov-14,1117
12-Nov-14,1118
13-Nov-14,1119
14-Nov-14,1120
15-Nov-14,1121
16-Nov-14,1122
17-Nov-14,1123
18-Nov-14,1124
19-Nov-14,1125
20-Nov-14,1126
21-Nov-14,1127
22-Nov-14,1128
23-Nov-14,1129
24-Nov-14,1130
25-Nov-14,1131
26-Nov-14,1132
27-Nov-14,1133
28-Nov-14,1134
29-Nov-14,1135
30-Nov-14,1136
01-Dec-14,1137
02-Dec-14,1138
03-Dec-14,1139
04-Dec-14,1140
05-Dec-14,1141
06-Dec-14,1142
07-Dec-14,1143
08-Dec-14,1144
09-Dec-14,1145
10-Dec-14,1146
11-Dec-14,1147
12-Dec-14,1148
13-Dec-14,1149
14-Dec-14,1150
15-Dec-14,1151
16-Dec-14,1152
17-Dec-14,1153
18-Dec-14,1154
19-Dec-14,1155
20-Dec-14,1156
21-Dec-14,1157
22-Dec-14,1158
23-Dec-14,1159
24-Dec-14,1160
25-Dec-14,1161
26-Dec-14,1162
27-Dec-14,1163
28-Dec-14,1164
29-Dec-14,1165
30-Dec-14,1166
31-Dec-14,1167
01-Jan-15,1168
02-Jan-15,1169
03-Jan-15,1170
04-Jan-15,1171
05-Jan-15,1172
06-Jan-15,1173
07-Jan-15,1174
08-Jan-15,1175
09-Jan-15,1176
10-Jan-15,1177
11-Jan-15,1178
12-Jan-15,1179
13-Jan-15,1180
14-Jan-15,1181
15-Jan-15,1182
16-Jan-15,1183
17-Jan-15,1184
18-Jan-15,1185
19-Jan-15,1186
20-Jan-15,1187
21-Jan-15,1188
22-Jan-15,1189
23-Jan-15,1190
24-Jan-15,1191
25-Jan-15,1192
26-Jan-15,1193
27-Jan-15,1194
28-Jan-15,1195
29-Jan-15,1196
30-Jan-15,1197
31-Jan-15,1198
01-Feb-15,1199
02-Feb-15,1200
03-Feb-15,1201
04-Feb-15,1202
05-Feb-15,1203
06-Feb-15,1204
07-Feb-15,1205
08-Feb-15,1206
09-Feb-15,1207
10-Feb-15,1208
11-Feb-15,1209
12-Feb-15,1210
13-Feb-15,1211
14-Feb-15,1212
15-Feb-15,1213
16-Feb-15,1214
17-Feb-15,1215
18-Feb-15,1216
19-Feb-15,1217
20-Feb-15,1218
21-Feb-15,1219
22-Feb-15,1220
23-Feb-15,1221
24-Feb-15,1222
25-Feb-15,1223
26-Feb-15,1224
27-Feb-15,1225
28-Feb-15,1226
01-Mar-15,1227
02-Mar-15,1228
03-Mar-15,1229
04-Mar-15,1230
05-Mar-15,1231
06-Mar-15,1232
07-Mar-15,1233
08-Mar-15,1234
09-Mar-15,1235
10-Mar-15,1236
11-Mar-15,1237
12-Mar-15,1238
13-Mar-15,1239
14-Mar-15,1240
15-Mar-15,1241
16-Mar-15,1242
17-Mar-15,1243
18-Mar-15,1244
19-Mar-15,1245
20-Mar-15,1246
21-Mar-15,1247
22-Mar-15,1248
23-Mar-15,1249
24-Mar-15,1250
25-Mar-15,1251
26-Mar-15,1252
27-Mar-15,1253
28-Mar-15,1254
29-Mar-15,1255
30-Mar-15,1256
31-Mar-15,1257
01-Apr-15,1258
02-Apr-15,1259
03-Apr-15,1260
04-Apr-15,1261
05-Apr-15,1262
06-Apr-15,1263
07-Apr-15,1264
08-Apr-15,1265
09-Apr-15,1266
10-Apr-15,1267
11-Apr-15,1268
12-Apr-15,1269
13-Apr-15,1270
14-Apr-15,1271
15-Apr-15,1272
16-Apr-15,1273
17-Apr-15,1274
18-Apr-15,1275
19-Apr-15,1276
20-Apr-15,1277
21-Apr-15,1278
22-Apr-15,1279
23-Apr-15,1280
24-Apr-15,1281
25-Apr-15,1282
26-Apr-15,1283
27-Apr-15,1284
28-Apr-15,1285
29-Apr-15,1286
30-Apr-15,1287
01-May-15,1288
02-May-15,1289
03-May-15,1290
04-May-15,1291
05-May-15,1292
06-May-15,1293
07-May-15,1294
08-May-15,1295
09-May-15,1296
10-May-15,1297
11-May-15,1298
12-May-15,1299
13-May-15,1300
14-May-15,1301
15-May-15,1302
16-May-15,1303
17-May-15,1304
18-May-15,1305
19-May-15,1306
20-May-15,1307
21-May-15,1308
22-May-15,1309
23-May-15,1310
24-May-15,1311
25-May-15,1312
26-May-15,1313
27-May-15,1314
28-May-15,1315
29-May-15,1316
30-May-15,1317
31-May-15,1318
01-Jun-15,1319
02-Jun-15,1320
03-Jun-15,1321
04-Jun-15,1322
